DIA;HORAS_TOTALES_USOS_BICICLETAS;HORAS_TOTALES_DISPONIBILIDAD_BICICLETAS_EN _ANCLAJES;TOTAL_HORAS_SERVICIO_BICICLETAS;MEDIA_BICICLETAS_DISPONIBLES;USOS_ABONADO_ANUAL;USOS_ABONADO_OCASIONAL;TOTAL_USOS
23/08/2019;3.770,22;44.799,62;48.569,84;2.023,74;9.383;176;9.559
24/08/2019;2.145,02;45.372,59;47.517,61;1.979,90;6.694;209;6.903
25/08/2019;2.073,83;45.746,89;47.820,72;1.992,53;6.327;192;6.519
26/08/2019;1.840,68;46.386,20;48.226,88;2.009,45;6.415;73;6.488
27/08/2019;2.983,07;45.625,59;48.608,66;2.025,36;10.901;120;11.021
28/08/2019;3.334,35;45.479,47;48.813,82;2.033,91;11.861;91;11.952
29/08/2019;3.561,72;45.249,48;48.811,20;2.033,80;12.460;123;12.583
30/08/2019;2.866,53;45.978,92;48.845,45;2.035,23;10.259;84;10.343
31/08/2019;2.756,18;46.290,82;49.047,00;2.043,63;8.529;233;8.762
01/09/2019;2.914,17;46.562,93;49.477,10;2.061,55;8.646;173;8.819
02/09/2019;3.794,08;45.935,79;49.729,87;2.072,08;13.304;86;13.390
03/09/2019;4.060,30;46.499,82;50.560,12;2.106,67;14.695;72;14.767
04/09/2019;4.410,67;46.684,71;51.095,38;2.128,97;15.228;115;15.343
05/09/2019;4.463,60;47.121,00;51.584,60;2.149,36;15.237;159;15.396
06/09/2019;4.027,75;48.260,45;52.288,20;2.178,68;14.175;144;14.319
07/09/2019;3.107,43;48.807,30;51.914,73;2.163,11;9.778;186;9.964
08/09/2019;3.318,53;48.520,17;51.838,70;2.159,95;9.631;229;9.860
09/09/2019;4.085,90;47.360,69;51.446,59;2.143,61;14.218;62;14.280
10/09/2019;4.105,13;46.913,57;51.018,70;2.125,78;14.328;55;14.383
11/09/2019;4.526,12;47.144,14;51.670,26;2.152,93;15.715;68;15.783
12/09/2019;4.547,75;47.784,71;52.332,46;2.180,52;15.695;88;15.783
13/09/2019;3.339,12;48.446,08;51.785,20;2.157,72;11.415;62;11.477
14/09/2019;2.068,33;48.850,33;50.918,66;2.121,61;6.296;61;6.357
15/09/2019;2.812,93;47.759,09;50.572,02;2.107,17;7.602;111;7.713
16/09/2019;4.162,98;46.385,46;50.548,44;2.106,19;14.472;138;14.610
17/09/2019;4.322,33;46.086,62;50.408,95;2.100,37;15.317;105;15.422
18/09/2019;4.669,10;46.950,14;51.619,24;2.150,80;16.312;98;16.410
19/09/2019;4.788,47;47.719,75;52.508,22;2.187,84;16.598;139;16.737
20/09/2019;4.413,48;48.448,01;52.861,49;2.202,56;14.774;111;14.885
21/09/2019;3.052,45;49.511,26;52.563,71;2.190,15;9.034;139;9.173
22/09/2019;3.722,77;48.896,22;52.618,99;2.192,46;10.081;223;10.304
23/09/2019;4.160,47;48.980,46;53.140,93;2.214,21;14.453;104;14.557
24/09/2019;4.542,15;48.953,15;53.495,30;2.228,97;15.596;139;15.735
25/09/2019;4.557,13;48.328,38;52.885,51;2.203,56;16.044;109;16.153
26/09/2019;4.748,47;48.286,64;53.035,11;2.209,80;16.561;157;16.718
27/09/2019;5.132,02;48.270,71;53.402,73;2.225,11;16.736;158;16.894
28/09/2019;3.917,32;48.665,91;52.583,23;2.190,97;11.493;331;11.824
29/09/2019;3.901,63;48.804,68;52.706,31;2.196,10;10.889;325;11.214
30/09/2019;4.286,98;48.447,34;52.734,32;2.197,26;15.084;161;15.245
01/10/2019;4.658,18;48.506,71;53.164,89;2.215,20;16.413;159;16.572
02/10/2019;4.675,75;48.331,29;53.007,04;2.208,63;16.302;110;16.412
03/10/2019;4.804,63;48.493,93;53.298,56;2.220,77;16.987;107;17.094
04/10/2019;4.929,78;48.346,09;53.275,87;2.219,83;16.433;197;16.630
05/10/2019;4.117,68;47.655,71;51.773,39;2.157,22;11.905;263;12.168
06/10/2019;4.142,17;47.735,89;51.878,06;2.161,59;11.403;346;11.749
07/10/2019;4.309,05;48.102,95;52.412,00;2.183,83;15.079;163;15.242
08/10/2019;4.695,45;47.263,63;51.959,08;2.164,96;16.589;107;16.696
09/10/2019;4.733,15;47.785,43;52.518,58;2.188,27;16.803;95;16.898
10/10/2019;4.928,58;48.547,55;53.476,13;2.228,17;17.054;92;17.146
11/10/2019;4.905,32;49.078,90;53.984,22;2.249,34;16.651;174;16.825
12/10/2019;3.576,07;50.119,61;53.695,68;2.237,32;10.330;330;10.660
13/10/2019;3.603,07;50.058,89;53.661,96;2.235,92;10.399;288;10.687
14/10/2019;3.066,07;50.839,20;53.905,27;2.246,05;10.791;76;10.867
15/10/2019;4.065,02;49.753,71;53.818,73;2.242,45;14.335;122;14.457
16/10/2019;4.079,73;48.748,66;52.828,39;2.201,18;14.963;81;15.044
17/10/2019;3.736,18;48.190,00;51.926,18;2.163,59;12.624;67;12.691
18/10/2019;3.917,33;48.253,48;52.170,81;2.173,78;13.985;69;14.054
19/10/2019;3.137,68;48.747,54;51.885,22;2.161,88;9.535;162;9.697
20/10/2019;2.391,50;49.265,47;51.656,97;2.152,37;7.296;94;7.390
21/10/2019;3.730,20;48.601,01;52.331,21;2.180,47;13.178;94;13.272
22/10/2019;2.728,85;48.804,97;51.533,82;2.147,24;9.351;47;9.398
23/10/2019;2.669,63;48.561,18;51.230,81;2.134,62;9.503;26;9.529
24/10/2019;3.868,27;47.342,22;51.210,49;2.133,77;14.196;103;14.299
25/10/2019;4.170,75;45.980,31;50.151,06;2.089,63;14.557;184;14.741
26/10/2019;3.644,27;46.399,88;50.044,15;2.085,17;10.766;267;11.033
27/10/2019;3.469,47;48.968,45;52.437,92;2.097,52;9.611;195;9.806
28/10/2019;3.730,20;45.977,19;49.707,39;2.071,14;13.690;101;13.791
29/10/2019;4.093,52;44.780,50;48.874,02;2.036,42;14.628;83;14.711
30/10/2019;4.011,65;45.085,18;49.096,83;2.045,70;14.472;89;14.561
31/10/2019;4.154,13;45.656,45;49.810,58;2.075,44;14.166;131;14.297
01/11/2019;2.924,87;46.746,99;49.671,86;2.069,66;8.313;259;8.572
02/11/2019;2.752,08;47.343,28;50.095,36;2.087,31;8.203;299;8.502
03/11/2019;2.600,15;47.463,46;50.063,61;2.085,98;7.676;153;7.829
04/11/2019;3.037,73;46.973,84;50.011,57;2.083,82;10.816;60;10.876
05/11/2019;3.190,32;47.120,05;50.310,37;2.096,27;11.343;49;11.392
06/11/2019;3.677,18;47.352,91;51.030,09;2.126,25;13.589;53;13.642
07/11/2019;3.291,27;48.271,04;51.562,31;2.148,43;12.483;62;12.545
08/11/2019;3.623,75;48.460,32;52.084,07;2.170,17;12.799;85;12.884
09/11/2019;2.385,73;50.522,51;52.908,24;2.204,51;7.016;124;7.140
10/11/2019;2.481,57;50.499,62;52.981,19;2.207,55;7.631;161;7.792
11/11/2019;3.276,08;50.034,25;53.310,33;2.221,26;11.699;68;11.767
12/11/2019;3.302,65;50.002,60;53.305,25;2.221,05;12.291;41;12.332
13/11/2019;3.438,53;49.788,74;53.227,27;2.217,80;12.585;59;12.644
14/11/2019;2.955,08;50.606,90;53.561,98;2.231,75;10.620;71;10.691
15/11/2019;3.375,27;51.249,86;54.625,13;2.276,05;12.016;32;12.048
16/11/2019;2.653,35;52.055,93;54.709,28;2.279,55;8.483;121;8.604
17/11/2019;1.914,30;51.995,40;53.909,70;2.246,24;5.688;77;5.765
18/11/2019;2.999,27;51.211,01;54.210,28;2.258,76;11.263;39;11.302
19/11/2019;3.181,53;50.575,98;53.757,51;2.239,90;11.777;31;11.808
20/11/2019;2.276,58;52.037,24;54.313,82;2.263,08;8.186;10;8.196
21/11/2019;2.719,92;51.494,14;54.214,06;2.258,92;9.639;21;9.660
22/11/2019;2.075,55;51.540,78;53.616,33;2.234,01;6.469;10;6.479
23/11/2019;2.622,95;51.210,02;53.832,97;2.243,04;8.035;102;8.137
24/11/2019;2.545,52;50.858,30;53.403,82;2.225,16;7.469;135;7.604
;;;;;;;
;;;;;;;
