DIA;Usos bicis abono anual ;Usos bicis abono ocasional ;Usos bicis total;;Usos abono anual acumulado;Usos abono ocasional acumulado;Usos total acumulado desde inicio;;Acumulado mes total;;;;;;;;;
5/14/16;7334;382;7716;;4.710.806;100.876;4.811.682;;;;;;;;;;;
5/15/16;7474;523;7997;;4.718.280;101.399;4.819.679;;;;;;;;;;;
5/16/16;8096;547;8643;;4.726.376;101.946;4.828.322;;;;;;;;;;;
5/17/16;10.527;267;10.794;;4.736.903;102.213;4.839.116;;;;;;;;;;;
5/18/16;11.489;174;11.663;;4.748.392;102.387;4.850.779;;;;;;;;;;;
5/19/16;11.790;136;11.926;;4.760.182;102.523;4.862.705;;;;;;;;;;;
5/20/16;12.225;266;12.491;;4.772.407;102.789;4.875.196;;;;;;;;;;;
5/21/16;10.361;565;10.926;;4.782.768;103.354;4.886.122;;;;;;;;;;;
5/22/16;8902;538;9440;;4.791.670;103.892;4.895.562;;;;;;;;;;;
5/23/16;10.154;244;10.398;;4.801.824;104.136;4.905.960;;;;;;;;;;;
5/24/16;10.947;143;11.090;;4.812.771;104.279;4.917.050;;;;;;;;;;;
5/25/16;10.956;169;11.125;;4.823.727;104.448;4.928.175;;;;;;;;;;;
5/26/16;11.927;226;12.153;;4.835.654;104.674;4.940.328;;;;;;;;;;;
5/27/16;12.026;285;12.311;;4.847.680;104.959;4.952.639;;;;;;;;;;;
5/28/16;7365;288;7653;;4.855.045;105.247;4.960.292;;;;;;;;;;;
5/29/16;7612;407;8019;;4.862.657;105.654;4.968.311;;;;;;;;;;;
5/30/16;10.238;228;10.466;;4.872.895;105.882;4.978.777;;;;;;;;;;;
5/31/16;11.024;166;11.190;;4.883.919;106.048;4.989.967;;284.541;;;;;;;;;
6/1/16;11.860;168;12.028;;4.895.779;106.216;5.001.995;;;;;;;;;;;
6/2/16;12.091;179;12.270;;4.907.870;106.395;5.014.265;;;;;;;;;;;
6/3/16;11.862;235;12.097;;4.919.732;106.630;5.026.362;;;;;;;;;;;
6/4/16;9605;454;10.059;;4.929.337;107.084;5.036.421;;;;;;;;;;;
6/5/16;9158;570;9728;;4.938.495;107.654;5.046.149;;;;;;;;;;;
6/6/16;11.216;248;11.464;;4.949.711;107.902;5.057.613;;;;;;;;;;;
6/7/16;12.214;204;12.418;;4.961.925;108.106;5.070.031;;;;;;;;;;;
6/8/16;12.863;201;13.064;;4.974.788;108.307;5.083.095;;;;;;;;;;;
6/9/16;12.630;228;12.858;;4.987.418;108.535;5.095.953;;;;;;;;;;;
6/10/16;12.882;299;13.181;;5.000.300;108.834;5.109.134;;;;;;;;;;;
6/11/16;9684;439;10.123;;5.009.984;109.273;5.119.257;;;;;;;;;;;
6/12/16;8959;401;9360;;5.018.943;109.674;5.128.617;;;;;;;;;;;
6/13/16;11.566;149;11.715;;5.030.509;109.823;5.140.332;;;;;;;;;;;
6/14/16;12.381;136;12.517;;5.042.890;109.959;5.152.849;;;;;;;;;;;
6/15/16;11.285;113;11.398;;5.054.175;110.072;5.164.247;;;;;;;;;;;
6/16/16;10.832;81;10.913;;5.065.007;110.153;5.175.160;;;;;;;;;;;
6/17/16;11.401;130;11.531;;5.076.408;110.283;5.186.691;;;;;;;;;;;
6/18/16;8934;350;9284;;5.085.342;110.633;5.195.975;;;;;;;;;;;
6/19/16;8285;305;8590;;5.093.627;110.938;5.204.565;;;;;;;;;;;
6/20/16;11.266;112;11.378;;5.104.893;111.050;5.215.943;;;;;;;;;;;
6/21/16;12.178;134;12.312;;5.117.071;111.184;5.228.255;;;;;;;;;;;
6/22/16;12.653;152;12.805;;5.129.724;111.336;5.241.060;;;;;;;;;;;
6/23/16;12.639;170;12.809;;5.142.363;111.506;5.253.869;;;;;;;;;;;
6/24/16;12.167;235;12.402;;5.154.530;111.741;5.266.271;;;;;;;;;;;
6/25/16;8780;408;9188;;5.163.310;112.149;5.275.459;;;;;;;;;;;
6/26/16;8510;337;8847;;5.171.820;112.486;5.284.306;;;;;;;;;;;
6/27/16;11.352;199;11.551;;5.183.172;112.685;5.295.857;;;;;;;;;;;
6/28/16;12.087;138;12.225;;5.195.259;112.823;5.308.082;;;;;;;;;;;
6/29/16;12.558;155;12.713;;5.207.817;112.978;5.320.795;;;;;;;;;;;
6/30/16;12.961;147;13.108;;5.220.778;113.125;5.333.903;;343.936;;;;;;;;;
7/1/16;11.751;155;11.906;;5.232.529;113.280;5.345.809;;;;;;;;;;;
7/2/16;8519;298;8817;;5.241.048;113.578;5.354.626;;;;;;;;;;;
7/3/16;7946;360;8306;;5.248.994;113.938;5.362.932;;;;;;;;;;;
7/4/16;10.524;255;10.779;;5.259.518;114.193;5.373.711;;;;;;;;;;;
7/5/16;12.205;152;12.357;;5.271.723;114.345;5.386.068;;;;;;;;;;;
7/6/16;11.981;160;12.141;;5.283.704;114.505;5.398.209;;;;;;;;;;;
7/7/16;11.717;167;11.884;;5.295.421;114.672;5.410.093;;;;;;;;;;;
7/8/16;11.306;183;11.489;;5.306.727;114.855;5.421.582;;;;;;;;;;;
7/9/16;8220;328;8548;;5.314.947;115.183;5.430.130;;;;;;;;;;;
7/10/16;7306;340;7646;;5.322.253;115.523;5.437.776;;;;;;;;;;;
7/11/16;11.081;137;11.218;;5.333.334;115.660;5.448.994;;;;;;;;;;;
7/12/16;12.213;153;12.366;;5.345.547;115.813;5.461.360;;;;;;;;;;;
7/13/16;12.648;180;12.828;;5.358.195;115.993;5.474.188;;;;;;;;;;;
7/14/16;12.046;196;12.242;;5.370.241;116.189;5.486.430;;;;;;;;;;;
7/15/16;11.028;188;11.216;;5.381.269;116.377;5.497.646;;;;;;;;;;;
7/16/16;7663;357;8020;;5.388.932;116.734;5.505.666;;;;;;;;;;;
7/17/16;7107;267;7374;;5.396.039;117.001;5.513.040;;;;;;;;;;;
7/18/16;10.286;175;10.461;;5.406.325;117.176;5.523.501;;;;;;;;;;;
7/19/16;11.385;168;11.553;;5.417.710;117.344;5.535.054;;;;;;;;;;;
7/20/16;11.436;199;11.635;;5.429.146;117.543;5.546.689;;;;;;;;;;;
7/21/16;11.715;143;11.858;;5.440.861;117.686;5.558.547;;;;;;;;;;;
7/22/16;10.152;212;10.364;;5.451.013;117.898;5.568.911;;;;;;;;;;;
7/23/16;6206;302;6508;;5.457.219;118.200;5.575.419;;;;;;;;;;;
7/24/16;5615;302;5917;;5.462.834;118.502;5.581.336;;;;;;;;;;;
7/25/16;6071;216;6287;;5.468.905;118.718;5.587.623;;;;;;;;;;;
7/26/16;10.209;143;10.352;;5.479.114;118.861;5.597.975;;;;;;;;;;;
7/27/16;10.951;145;11.096;;5.490.065;119.006;5.609.071;;;;;;;;;;;
7/28/16;11.138;151;11.289;;5.501.203;119.157;5.620.360;;;;;;;;;;;
7/29/16;10.110;175;10.285;;5.511.313;119.332;5.630.645;;;;;;;;;;;
7/30/16;7009;195;7204;;5.518.322;119.527;5.637.849;;;;;;;;;;;
7/31/16;6726;296;7022;;5.525.048;119.823;5.644.871;;310.968;;;;;;;;;
8/1/16;8628;187;8815;;5.533.676;120.010;5.653.686;;;;;;;;;;;
8/2/16;8900;185;9085;;5.542.576;120.195;5.662.771;;;;;;;;;;;
8/3/16;9396;204;9600;;5.551.972;120.399;5.672.371;;;;;;;;;;;
8/4/16;9293;176;9469;;5.561.265;120.575;5.681.840;;;;;;;;;;;
8/5/16;8371;191;8562;;5.569.636;120.766;5.690.402;;;;;;;;;;;
8/6/16;5758;258;6016;;5.575.394;121.024;5.696.418;;;;;;;;;;;
8/7/16;5413;263;5676;;5.580.807;121.287;5.702.094;;;;;;;;;;;
8/8/16;7363;205;7568;;5.588.170;121.492;5.709.662;;;;;;;;;;;
8/9/16;7729;168;7897;;5.595.899;121.660;5.717.559;;;;;;;;;;;
8/10/16;7980;176;8156;;5.603.879;121.836;5.725.715;;;;;;;;;;;
8/11/16;7932;242;8174;;5.611.811;122.078;5.733.889;;;;;;;;;;;
8/12/16;6982;274;7256;;5.618.793;122.352;5.741.145;;;;;;;;;;;
8/13/16;5006;313;5319;;5.623.799;122.665;5.746.464;;;;;;;;;;;
8/14/16;4671;447;5118;;5.628.470;123.112;5.751.582;;;;;;;;;;;
8/15/16;4916;352;5268;;5.633.386;123.464;5.756.850;;;;;;;;;;;
8/16/16;7307;249;7556;;5.640.693;123.713;5.764.406;;;;;;;;;;;
8/17/16;7701;222;7923;;5.648.394;123.935;5.772.329;;;;;;;;;;;
8/18/16;7991;248;8239;;5.656.385;124.183;5.780.568;;;;;;;;;;;
8/19/16;7511;232;7743;;5.663.896;124.415;5.788.311;;;;;;;;;;;
8/20/16;5738;317;6055;;5.669.634;124.732;5.794.366;;;;;;;;;;;
8/21/16;5577;347;5924;;5.675.211;125.079;5.800.290;;;;;;;;;;;
8/22/16;8095;176;8271;;5.683.306;125.255;5.808.561;;;;;;;;;;;
8/23/16;8495;208;8703;;5.691.801;125.463;5.817.264;;;;;;;;;;;
8/24/16;9040;189;9229;;5.700.841;125.652;5.826.493;;;;;;;;;;;
8/25/16;9013;266;9279;;5.709.854;125.918;5.835.772;;;;;;;;;;;
8/26/16;8348;201;8549;;5.718.202;126.119;5.844.321;;;;;;;;;;;
8/27/16;6998;335;7333;;5.725.200;126.454;5.851.654;;;;;;;;;;;
8/28/16;6451;325;6776;;5.731.651;126.779;5.858.430;;;;;;;;;;;
8/29/16;9176;143;9319;;5.740.827;126.922;5.867.749;;;;;;;;;;;
8/30/16;10.113;102;10.215;;5.750.940;127.024;5.877.964;;;;;;;;;;;
8/31/16;10.646;143;10.789;;5.761.586;127.167;5.888.753;;243.882;;;;;;;;;
9/1/16;10.919;103;11.022;;5.772.505;127.270;5.899.775;;;;;;;;;;;
9/2/16;10.929;133;11.062;;5.783.434;127.403;5.910.837;;;;;;;;;;;
9/3/16;8301;301;8602;;5.791.735;127.704;5.919.439;;;;;;;;;;;
9/4/16;7925;328;8253;;5.799.660;128.032;5.927.692;;;;;;;;;;;
9/5/16;10.470;123;10.593;;5.810.130;128.155;5.938.285;;;;;;;;;;;
9/6/16;10.927;115;11.042;;5.821.057;128.270;5.949.327;;;;;;;;;;;
9/7/16;11.193;80;11.273;;5.832.250;128.350;5.960.600;;;;;;;;;;;
9/8/16;11.283;125;11.408;;5.843.533;128.475;5.972.008;;;;;;;;;;;
9/9/16;10.819;143;10.962;;5.854.352;128.618;5.982.970;;;;;;;;;;;
9/10/16;7990;322;8312;;5.862.342;128.940;5.991.282;;;;;;;;;;;
9/11/16;7576;255;7831;;5.869.918;129.195;5.999.113;;;;;;;;;;;
9/12/16;9565;138;9703;;5.879.483;129.333;6.008.816;;;;;;;;;;;
9/13/16;8067;70;8137;;5.887.550;129.403;6.016.953;;;;;;;;;;;
9/14/16;9261;121;9382;;5.896.811;129.524;6.026.335;;;;;;;;;;;
9/15/16;9846;115;9961;;5.906.657;129.639;6.036.296;;;;;;;;;;;
9/16/16;9495;151;9646;;5.916.152;129.790;6.045.942;;;;;;;;;;;
9/17/16;7241;225;7466;;5.923.393;130.015;6.053.408;;;;;;;;;;;
9/18/16;6623;300;6923;;5.930.016;130.315;6.060.331;;;;;;;;;;;
9/19/16;7953;103;8056;;5.937.969;130.418;6.068.387;;;;;;;;;;;
9/20/16;8762;79;8841;;5.946.731;130.497;6.077.228;;;;;;;;;;;
9/21/16;8862;67;8929;;5.955.593;130.564;6.086.157;;;;;;;;;;;
9/22/16;9039;94;9133;;5.964.632;130.658;6.095.290;;;;;;;;;;;
9/23/16;8378;97;8475;;5.973.010;130.755;6.103.765;;;;;;;;;;;
9/24/16;6482;256;6738;;5.979.492;131.011;6.110.503;;;;;;;;;;;
9/25/16;5751;251;6002;;5.985.243;131.262;6.116.505;;;;;;;;;;;
9/26/16;6247;96;6343;;5.991.490;131.358;6.122.848;;;;;;;;;;;
9/27/16;7728;64;7792;;5.999.218;131.422;6.130.640;;;;;;;;;;;
9/28/16;8299;67;8366;;6.007.517;131.489;6.139.006;;;;;;;;;;;
9/29/16;8452;80;8532;;6.015.969;131.569;6.147.538;;;;;;;;;;;
9/30/16;8666;129;8795;;6.024.635;131.698;6.156.333;;267.580;;;;;;;;;
10/1/16;7097;278;7375;;6.031.732;131.976;6.163.708;;;;;;;;;;;
10/2/16;6789;364;7153;;6.038.521;132.340;6.170.861;;;;;;;;;;;
10/3/16;7955;92;8047;;6.046.476;132.432;6.178.908;;;;;;;;;;;
10/4/16;8608;76;8684;;6.055.084;132.508;6.187.592;;;;;;;;;;;
10/5/16;8796;51;8847;;6.063.880;132.559;6.196.439;;;;;;;;;;;
10/6/16;9093;87;9180;;6.072.973;132.646;6.205.619;;;;;;;;;;;
10/7/16;8688;154;8842;;6.081.661;132.800;6.214.461;;;;;;;;;;;
10/8/16;6889;348;7237;;6.088.550;133.148;6.221.698;;;;;;;;;;;
10/9/16;6079;336;6415;;6.094.629;133.484;6.228.113;;;;;;;;;;;
10/10/16;7277;110;7387;;6.101.906;133.594;6.235.500;;;;;;;;;;;
10/11/16;8050;82;8132;;6.109.956;133.676;6.243.632;;;;;;;;;;;
10/12/16;2759;22;2781;;6.112.715;133.698;6.246.413;;;;;;;;;;;
10/13/16;4491;35;4526;;6.117.206;133.733;6.250.939;;;;;;;;;;;
10/14/16;6151;49;6200;;6.123.357;133.782;6.257.139;;;;;;;;;;;
10/15/16;5162;144;5306;;6.128.519;133.926;6.262.445;;;;;;;;;;;
10/16/16;4381;180;4561;;6.132.900;134.106;6.267.006;;;;;;;;;;;
10/17/16;5113;70;5183;;6.138.013;134.176;6.272.189;;;;;;;;;;;
10/18/16;6263;44;6307;;6.144.276;134.220;6.278.496;;;;;;;;;;;
10/19/16;4292;17;4309;;6.148.568;134.237;6.282.805;;;;;;;;;;;
10/20/16;3888;14;3902;;6.152.456;134.251;6.286.707;;;;;;;;;;;
10/21/16;5610;68;5678;;6.158.066;134.319;6.292.385;;;;;;;;;;;
10/22/16;2604;43;2647;;6.160.670;134.362;6.295.032;;;;;;;;;;;
10/23/16;1917;36;1953;;6.162.587;134.398;6.296.985;;;;;;;;;;;
10/24/16;3811;32;3843;;6.166.398;134.430;6.300.828;;;;;;;;;;;
10/25/16;5060;36;5096;;6.171.458;134.466;6.305.924;;;;;;;;;;;
10/26/16;5920;60;5980;;6.177.378;134.526;6.311.904;;;;;;;;;;;
10/27/16;5986;73;6059;;6.183.364;134.599;6.317.963;;;;;;;;;;;
10/28/16;5541;62;5603;;6.188.905;134.661;6.323.566;;;;;;;;;;;
10/29/16;4389;186;4575;;6.193.294;134.847;6.328.141;;;;;;;;;;;
10/30/16;3617;255;3872;;6.196.911;135.102;6.332.013;;;;;;;;;;;
10/31/16;4701;117;4818;;6.201.612;135.219;6.336.831;;180.498;;;;;;;;;
11/1/16;4235;168;4403;;6.205.847;135.387;6.341.234;;;;;;;;;;;
11/2/16;5645;46;5691;;6.211.492;135.433;6.346.925;;;;;;;;;;;
11/3/16;6153;58;6211;;6.217.645;135.491;6.353.136;;;;;;;;;;;
11/4/16;2947;18;2965;;6.220.592;135.509;6.356.101;;;;;;;;;;;
11/5/16;2166;19;2185;;6.222.758;135.528;6.358.286;;;;;;;;;;;
11/6/16;3682;122;3804;;6.226.440;135.650;6.362.090;;;;;;;;;;;
11/7/16;4564;56;4620;;6.231.004;135.706;6.366.710;;;;;;;;;;;
11/8/16;5525;45;5570;;6.236.529;135.751;6.372.280;;;;;;;;;;;
11/9/16;4031;61;4092;;6.240.560;135.812;6.376.372;;;;;;;;;;;
11/10/16;5555;50;5605;;6.246.115;135.862;6.381.977;;;;;;;;;;;
11/11/16;5773;67;5840;;6.251.888;135.929;6.387.817;;;;;;;;;;;
11/12/16;4465;121;4586;;6.256.353;136.050;6.392.403;;;;;;;;;;;
11/13/16;4276;144;4420;;6.260.629;136.194;6.396.823;;;;;;;;;;;
11/14/16;5138;35;5173;;6.265.767;136.229;6.401.996;;;;;;;;;;;
11/15/16;5148;57;5205;;6.270.915;136.286;6.407.201;;;;;;;;;;;
11/16/16;5450;40;5490;;6.276.365;136.326;6.412.691;;;;;;;;;;;
11/17/16;5774;39;5813;;6.282.139;136.365;6.418.504;;;;;;;;;;;
11/18/16;5858;67;5925;;6.287.997;136.432;6.424.429;;;;;;;;;;;
11/19/16;4556;183;4739;;6.292.553;136.615;6.429.168;;;;;;;;;;;
11/20/16;1502;22;1524;;6.294.055;136.637;6.430.692;;;;;;;;;;;
11/21/16;4146;25;4171;;6.298.201;136.662;6.434.863;;;;;;;;;;;
11/22/16;4850;12;4862;;6.303.051;136.674;6.439.725;;;;;;;;;;;
11/23/16;4312;12;4324;;6.307.363;136.686;6.444.049;;;;;;;;;;;
11/24/16;5213;26;5239;;6.312.576;136.712;6.449.288;;;;;;;;;;;
11/25/16;2759;8;2767;;6.315.335;136.720;6.452.055;;;;;;;;;;;
11/26/16;1782;9;1791;;6.317.117;136.729;6.453.846;;;;;;;;;;;
11/27/16;1802;18;1820;;6.318.919;136.747;6.455.666;;;;;;;;;;;
11/28/16;5310;62;5372;;6.324.229;136.809;6.461.038;;;;;;;;;;;
11/29/16;5299;27;5326;;6.329.528;136.836;6.466.364;;;;;;;;;;;
11/30/16;5987;39;6026;;6.335.515;136.875;6.472.390;;135.559;;;;;;;;;
12/1/16;6249;23;6272;;6.341.764;136.898;6.478.662;;;;;;;;;;;
12/2/16;6511;45;6556;;6.348.275;136.943;6.485.218;;;;;;;;;;;
12/3/16;4623;173;4796;;6.352.898;137.116;6.490.014;;;;;;;;;;;
12/4/16;1937;26;1963;;6.354.835;137.142;6.491.977;;;;;;;;;;;
12/5/16;5256;67;5323;;6.360.091;137.209;6.497.300;;;;;;;;;;;
12/6/16;4903;191;5094;;6.364.994;137.400;6.502.394;;;;;;;;;;;
12/7/16;5971;61;6032;;6.370.965;137.461;6.508.426;;;;;;;;;;;
12/8/16;4449;117;4566;;6.375.414;137.578;6.512.992;;;;;;;;;;;
12/9/16;5341;82;5423;;6.380.755;137.660;6.518.415;;;;;;;;;;;
12/10/16;4806;206;5012;;6.385.561;137.866;6.523.427;;;;;;;;;;;
12/11/16;4386;134;4520;;6.389.947;138.000;6.527.947;;;;;;;;;;;
12/12/16;5650;30;5680;;6.395.597;138.030;6.533.627;;;;;;;;;;;
12/13/16;5799;25;5824;;6.401.396;138.055;6.539.451;;;;;;;;;;;
12/14/16;5191;15;5206;;6.406.587;138.070;6.544.657;;;;;;;;;;;
12/15/16;4259;15;4274;;6.410.846;138.085;6.548.931;;;;;;;;;;;
12/16/16;4169;14;4183;;6.415.015;138.099;6.553.114;;;;;;;;;;;
12/17/16;5660;117;5777;;6.420.675;138.216;6.558.891;;;;;;;;;;;
12/18/16;4624;111;4735;;6.425.299;138.327;6.563.626;;;;;;;;;;;
12/19/16;5723;54;5777;;6.431.022;138.381;6.569.403;;;;;;;;;;;
12/20/16;6158;50;6208;;6.437.180;138.431;6.575.611;;;;;;;;;;;
12/21/16;6711;67;6778;;6.443.891;138.498;6.582.389;;;;;;;;;;;
12/22/16;6676;46;6722;;6.450.567;138.544;6.589.111;;;;;;;;;;;
12/23/16;5949;102;6051;;6.456.516;138.646;6.595.162;;;;;;;;;;;
12/24/16;3265;87;3352;;6.459.781;138.733;6.598.514;;;;;;;;;;;
12/25/16;1911;116;2027;;6.461.692;138.849;6.600.541;;;;;;;;;;;
12/26/16;2996;131;3127;;6.464.688;138.980;6.603.668;;;;;;;;;;;
12/27/16;4799;160;4959;;6.469.487;139.140;6.608.627;;;;;;;;;;;
12/28/16;5185;247;5432;;6.474.672;139.387;6.614.059;;;;;;;;;;;
12/29/16;5561;211;5772;;6.480.233;139.598;6.619.831;;;;;;;;;;;
12/30/16;4972;208;5180;;6.485.205;139.806;6.625.011;;;;;;;;;;;
12/31/16;2696;103;2799;;6.487.901;139.909;6.627.810;;155.420;;;;;;;;;
1/1/17;1767;133;1900;;6.489.668;140.042;6.629.710;;;;;;;;;;;
1/2/17;3297;116;3413;;6.492.965;140.158;6.633.123;;;;;;;;;;;
1/3/17;4507;156;4663;;6.497.472;140.314;6.637.786;;;;;;;;;;;
1/4/17;5214;162;5376;;6.502.686;140.476;6.643.162;;;;;;;;;;;
1/5/17;5077;118;5195;;6.507.763;140.594;6.648.357;;;;;;;;;;;
1/6/17;2934;161;3095;;6.510.697;140.755;6.651.452;;;;;;;;;;;
1/7/17;4030;111;4141;;6.514.727;140.866;6.655.593;;;;;;;;;;;
1/8/17;3760;97;3857;;6.518.487;140.963;6.659.450;;;;;;;;;;;
1/9/17;5686;76;5762;;6.524.173;141.039;6.665.212;;;;;;;;;;;
1/10/17;6221;55;6276;;6.530.394;141.094;6.671.488;;;;;;;;;;;
1/11/17;6974;54;7028;;6.537.368;141.148;6.678.516;;;;;;;;;;;
1/12/17;6788;77;6865;;6.544.156;141.225;6.685.381;;;;;;;;;;;
1/13/17;6743;105;6848;;6.550.899;141.330;6.692.229;;;;;;;;;;;
1/14/17;5080;149;5229;;6.555.979;141.479;6.697.458;;;;;;;;;;;
1/15/17;4234;139;4373;;6.560.213;141.618;6.701.831;;;;;;;;;;;
1/16/17;6036;54;6090;;6.566.249;141.672;6.707.921;;;;;;;;;;;
1/17/17;5961;34;5995;;6.572.210;141.706;6.713.916;;;;;;;;;;;
1/18/17;5328;47;5375;;6.577.538;141.753;6.719.291;;;;;;;;;;;
1/19/17;5084;55;5139;;6.582.622;141.808;6.724.430;;;;;;;;;;;
1/20/17;5243;55;5298;;6.587.865;141.863;6.729.728;;;;;;;;;;;
1/21/17;4548;119;4667;;6.592.413;141.982;6.734.395;;;;;;;;;;;
1/22/17;4003;96;4099;;6.596.416;142.078;6.738.494;;;;;;;;;;;
1/23/17;5768;35;5803;;6.602.184;142.113;6.744.297;;;;;;;;;;;
1/24/17;6515;25;6540;;6.608.699;142.138;6.750.837;;;;;;;;;;;
1/25/17;6435;37;6472;;6.615.134;142.175;6.757.309;;;;;;;;;;;
1/26/17;6187;17;6204;;6.621.321;142.192;6.763.513;;;;;;;;;;;
1/27/17;4038;10;4048;;6.625.359;142.202;6.767.561;;;;;;;;;;;
1/28/17;4479;141;4620;;6.629.838;142.343;6.772.181;;;;;;;;;;;
1/29/17;2874;52;2926;;6.632.712;142.395;6.775.107;;;;;;;;;;;
1/30/17;5438;67;5505;;6.638.150;142.462;6.780.612;;;;;;;;;;;
1/31/17;6756;45;6801;;6.644.906;142.507;6.787.413;;159.603;;;;;;;;;
2/1/17;6245;53;6298;;6.651.151;142.560;6.793.711;;;;;;;;;;;
2/2/17;5170;39;5209;;6.656.321;142.599;6.798.920;;;;;;;;;;;
2/3/17;5573;49;5622;;6.661.894;142.648;6.804.542;;;;;;;;;;;
2/4/17;4093;74;4167;;6.665.987;142.722;6.808.709;;;;;;;;;;;
2/5/17;3967;97;4064;;6.669.954;142.819;6.812.773;;;;;;;;;;;
2/6/17;6602;49;6651;;6.676.556;142.868;6.819.424;;;;;;;;;;;
2/7/17;6097;20;6117;;6.682.653;142.888;6.825.541;;;;;;;;;;;
2/8/17;7163;19;7182;;6.689.816;142.907;6.832.723;;;;;;;;;;;
2/9/17;7020;42;7062;;6.696.836;142.949;6.839.785;;;;;;;;;;;
2/10/17;4641;18;4659;;6.701.477;142.967;6.844.444;;;;;;;;;;;
2/11/17;2477;27;2504;;6.703.954;142.994;6.846.948;;;;;;;;;;;
2/12/17;1929;14;1943;;6.705.883;143.008;6.848.891;;;;;;;;;;;
2/13/17;5536;36;5572;;6.711.419;143.044;6.854.463;;;;;;;;;;;
2/14/17;6990;82;7072;;6.718.409;143.126;6.861.535;;;;;;;;;;;
2/15/17;7583;93;7676;;6.725.992;143.219;6.869.211;;;;;;;;;;;
2/16/17;7515;107;7622;;6.733.507;143.326;6.876.833;;;;;;;;;;;
2/17/17;7240;141;7381;;6.740.747;143.467;6.884.214;;;;;;;;;;;
2/18/17;5624;222;5846;;6.746.371;143.689;6.890.060;;;;;;;;;;;
2/19/17;5006;326;5332;;6.751.377;144.015;6.895.392;;;;;;;;;;;
2/20/17;7069;105;7174;;6.758.446;144.120;6.902.566;;;;;;;;;;;
2/21/17;7568;120;7688;;6.766.014;144.240;6.910.254;;;;;;;;;;;
2/22/17;8019;97;8116;;6.774.033;144.337;6.918.370;;;;;;;;;;;
2/23/17;7093;99;7192;;6.781.126;144.436;6.925.562;;;;;;;;;;;
2/24/17;8240;144;8384;;6.789.366;144.580;6.933.946;;;;;;;;;;;
2/25/17;6264;397;6661;;6.795.630;144.977;6.940.607;;;;;;;;;;;
2/26/17;5421;328;5749;;6.801.051;145.305;6.946.356;;;;;;;;;;;
2/27/17;7052;174;7226;;6.808.103;145.479;6.953.582;;;;;;;;;;;
2/28/17;7552;100;7652;;6.815.655;145.579;6.961.234;;173.821;;;;;;;;;
3/1/17;8361;81;8442;;6.824.016;145.660;6.969.676;;;;;;;;;;;
3/2/17;8320;114;8434;;6.832.336;145.774;6.978.110;;;;;;;;;;;
3/3/17;5411;47;5458;;6.837.747;145.821;6.983.568;;;;;;;;;;;
3/4/17;5072;159;5231;;6.842.819;145.980;6.988.799;;;;;;;;;;;
3/5/17;4633;164;4797;;6.847.452;146.144;6.993.596;;;;;;;;;;;
3/6/17;7913;48;7961;;6.855.365;146.192;7.001.557;;;;;;;;;;;
3/7/17;8776;79;8855;;6.864.141;146.271;7.010.412;;;;;;;;;;;
3/8/17;9521;101;9622;;6.873.662;146.372;7.020.034;;;;;;;;;;;
3/9/17;9760;107;9867;;6.883.422;146.479;7.029.901;;;;;;;;;;;
3/10/17;9826;206;10.032;;6.893.248;146.685;7.039.933;;;;;;;;;;;
3/11/17;7473;437;7910;;6.900.721;147.122;7.047.843;;;;;;;;;;;
3/12/17;6152;376;6528;;6.906.873;147.498;7.054.371;;;;;;;;;;;
3/13/17;7128;95;7223;;6.914.001;147.593;7.061.594;;;;;;;;;;;
3/14/17;8414;83;8497;;6.922.415;147.676;7.070.091;;;;;;;;;;;
3/15/17;9387;124;9511;;6.931.802;147.800;7.079.602;;;;;;;;;;;
3/16/17;9654;128;9782;;6.941.456;147.928;7.089.384;;;;;;;;;;;
3/17/17;8362;147;8509;;6.949.818;148.075;7.097.893;;;;;;;;;;;
3/18/17;5929;444;6373;;6.955.747;148.519;7.104.266;;;;;;;;;;;
3/19/17;5390;491;5881;;6.961.137;149.010;7.110.147;;;;;;;;;;;
3/20/17;5861;419;6280;;6.966.998;149.429;7.116.427;;;;;;;;;;;
3/21/17;8200;116;8316;;6.975.198;149.545;7.124.743;;;;;;;;;;;
3/22/17;6181;30;6211;;6.981.379;149.575;7.130.954;;;;;;;;;;;
3/23/17;5235;29;5264;;6.986.614;149.604;7.136.218;;;;;;;;;;;
3/24/17;5633;57;5690;;6.992.247;149.661;7.141.908;;;;;;;;;;;
3/25/17;4698;148;4846;;6.996.945;149.809;7.146.754;;;;;;;;;;;
3/26/17;4646;166;4812;;7.001.591;149.975;7.151.566;;;;;;;;;;;
3/27/17;6577;104;6681;;7.008.168;150.079;7.158.247;;;;;;;;;;;
3/28/17;8513;92;8605;;7.016.681;150.171;7.166.852;;;;;;;;;;;
3/29/17;9173;112;9285;;7.025.854;150.283;7.176.137;;;;;;;;;;;
3/30/17;9459;136;9595;;7.035.313;150.419;7.185.732;;;;;;;;;;;
3/31/17;9382;141;9523;;7.044.695;150.560;7.195.255;;234.021;;;;;;;;;
4/1/17;6999;379;7378;;7.051.694;150.939;7.202.633;;;;;;;;;;;
4/2/17;6737;336;7073;;7.058.431;151.275;7.209.706;;;;;;;;;;;
4/3/17;8290;160;8450;;7.066.721;151.435;7.218.156;;;;;;;;;;;
4/4/17;9173;128;9301;;7.075.894;151.563;7.227.457;;;;;;;;;;;
4/5/17;8953;112;9065;;7.084.847;151.675;7.236.522;;;;;;;;;;;
