DIA;Usos bicis abono anual ;Usos bicis abono ocasional ;Usos bicis total;;Usos abono anual acumulado;Usos abono ocasional acumulado;Usos total acumulado desde inicio;;Acumulado mes total;;;;;;;;;
8/16/19;6497;130;6627;;15.653.638;314.755;15.968.393;;;;;;;;;;;
8/17/19;5249;99;5348;;15.658.887;314.854;15.973.741;;;;;;;;;;;
8/18/19;5223;108;5331;;15.664.110;314.962;15.979.072;;;;;;;;;;;
8/19/19;8659;83;8742;;15.672.769;315.045;15.987.814;;;;;;;;;;;
8/20/19;9296;84;9380;;15.682.065;315.129;15.997.194;;;;;;;;;;;
8/21/19;9654;133;9787;;15.691.719;315.262;16.006.981;;;;;;;;;;;
8/22/19;10.008;151;10.159;;15.701.727;315.413;16.017.140;;;;;;;;;;;
8/23/19;9385;174;9559;;15.711.112;315.587;16.026.699;;;;;;;;;;;
8/24/19;6694;209;6903;;15.717.806;315.796;16.033.602;;;;;;;;;;;
8/25/19;6327;192;6519;;15.724.133;315.988;16.040.121;;;;;;;;;;;
8/26/19;6415;73;6488;;15.730.548;316.061;16.046.609;;;;;;;;;;;
8/27/19;10.901;120;11.021;;15.741.449;316.181;16.057.630;;;;;;;;;;;
8/28/19;11.861;91;11.952;;15.753.310;316.272;16.069.582;;;;;;;;;;;
8/29/19;12.460;123;12.583;;15.765.770;316.395;16.082.165;;;;;;;;;;;
8/30/19;10.259;84;10.343;;15.776.029;316.479;16.092.508;;;;;;;;;;;
8/31/19;8529;233;8762;;15.784.558;316.712;16.101.270;;271.333;;;;;;;;;
9/1/19;8646;173;8819;;15.793.204;316.885;16.110.089;;;;;;;;;;;
9/2/19;13.304;86;13.390;;15.806.508;316.971;16.123.479;;;;;;;;;;;
9/3/19;14.695;72;14.767;;15.821.203;317.043;16.138.246;;;;;;;;;;;
9/4/19;15.228;115;15.343;;15.836.431;317.158;16.153.589;;;;;;;;;;;
9/5/19;15.237;159;15.396;;15.851.668;317.317;16.168.985;;;;;;;;;;;
9/6/19;14.175;144;14.319;;15.865.843;317.461;16.183.304;;;;;;;;;;;
9/7/19;9778;186;9964;;15.875.621;317.647;16.193.268;;;;;;;;;;;
9/8/19;9631;229;9860;;15.885.252;317.876;16.203.128;;;;;;;;;;;
9/9/19;14.218;62;14.280;;15.899.470;317.938;16.217.408;;;;;;;;;;;
9/10/19;14.328;55;14.383;;15.913.798;317.993;16.231.791;;;;;;;;;;;
9/11/19;15.715;68;15.783;;15.929.513;318.061;16.247.574;;;;;;;;;;;
9/12/19;15.695;88;15.783;;15.945.208;318.149;16.263.357;;;;;;;;;;;
9/13/19;11.415;62;11.477;;15.956.623;318.211;16.274.834;;;;;;;;;;;
9/14/19;6296;61;6357;;15.962.919;318.272;16.281.191;;;;;;;;;;;
9/15/19;7602;111;7713;;15.970.521;318.383;16.288.904;;;;;;;;;;;
9/16/19;14.472;138;14.610;;15.984.993;318.521;16.303.514;;;;;;;;;;;
9/17/19;15.317;105;15.422;;16.000.310;318.626;16.318.936;;;;;;;;;;;
9/18/19;16.312;98;16.410;;16.016.622;318.724;16.335.346;;;;;;;;;;;
9/19/19;16.598;139;16.737;;16.033.220;318.863;16.352.083;;;;;;;;;;;
9/20/19;14.774;111;14.885;;16.047.994;318.974;16.366.968;;;;;;;;;;;
9/21/19;9034;139;9173;;16.057.028;319.113;16.376.141;;;;;;;;;;;
9/22/19;10.081;223;10.304;;16.067.109;319.336;16.386.445;;;;;;;;;;;
9/23/19;14.453;104;14.557;;16.081.562;319.440;16.401.002;;;;;;;;;;;
9/24/19;15.596;139;15.735;;16.097.158;319.579;16.416.737;;;;;;;;;;;
9/25/19;16.044;109;16.153;;16.113.202;319.688;16.432.890;;;;;;;;;;;
9/26/19;16.561;157;16.718;;16.129.763;319.845;16.449.608;;;;;;;;;;;
9/27/19;16.736;158;16.894;;16.146.499;320.003;16.466.502;;;;;;;;;;;
9/28/19;11.493;331;11.824;;16.157.992;320.334;16.478.326;;;;;;;;;;;
9/29/19;10.889;325;11.214;;16.168.881;320.659;16.489.540;;;;;;;;;;;
9/30/19;15.084;161;15.245;;16.183.965;320.820;16.504.785;;403.515;;;;;;;;;
10/1/19;16.413;159;16.572;;16.200.378;320.979;16.521.357;;;;;;;;;;;
10/2/19;16.302;110;16.412;;16.216.680;321.089;16.537.769;;;;;;;;;;;
10/3/19;16.987;107;17.094;;16.233.667;321.196;16.554.863;;;;;;;;;;;
10/4/19;16.433;197;16.630;;16.250.100;321.393;16.571.493;;;;;;;;;;;
10/5/19;11.905;263;12.168;;16.262.005;321.656;16.583.661;;;;;;;;;;;
10/6/19;11.403;346;11.749;;16.273.408;322.002;16.595.410;;;;;;;;;;;
10/7/19;15.079;163;15.242;;16.288.487;322.165;16.610.652;;;;;;;;;;;
10/8/19;16.589;107;16.696;;16.305.076;322.272;16.627.348;;;;;;;;;;;
10/9/19;16.803;95;16.898;;16.321.879;322.367;16.644.246;;;;;;;;;;;
10/10/19;17.054;92;17.146;;16.338.933;322.459;16.661.392;;;;;;;;;;;
10/11/19;16.651;174;16.825;;16.355.584;322.633;16.678.217;;;;;;;;;;;
10/12/19;10.330;330;10.660;;16.365.914;322.963;16.688.877;;;;;;;;;;;
10/13/19;10.399;288;10.687;;16.376.313;323.251;16.699.564;;;;;;;;;;;
10/14/19;10.791;76;10.867;;16.387.104;323.327;16.710.431;;;;;;;;;;;
10/15/19;14.335;122;14.457;;16.401.439;323.449;16.724.888;;;;;;;;;;;
10/16/19;14.963;81;15.044;;16.416.402;323.530;16.739.932;;;;;;;;;;;
10/17/19;12.624;67;12.691;;16.429.026;323.597;16.752.623;;;;;;;;;;;
10/18/19;13.985;69;14.054;;16.443.011;323.666;16.766.677;;;;;;;;;;;
10/19/19;9535;162;9697;;16.452.546;323.828;16.776.374;;;;;;;;;;;
10/20/19;7296;94;7390;;16.459.842;323.922;16.783.764;;;;;;;;;;;
10/21/19;13.178;94;13.272;;16.473.020;324.016;16.797.036;;;;;;;;;;;
10/22/19;9351;47;9398;;16.482.371;324.063;16.806.434;;;;;;;;;;;
10/23/19;9503;26;9529;;16.491.874;324.089;16.815.963;;;;;;;;;;;
10/24/19;14.196;103;14.299;;16.506.070;324.192;16.830.262;;;;;;;;;;;
10/25/19;14.557;184;14.741;;16.520.627;324.376;16.845.003;;;;;;;;;;;
10/26/19;10.766;267;11.033;;16.531.393;324.643;16.856.036;;;;;;;;;;;
10/27/19;9611;195;9806;;16.541.004;324.838;16.865.842;;;;;;;;;;;
10/28/19;13.690;101;13.791;;16.554.694;324.939;16.879.633;;;;;;;;;;;
10/29/19;14.628;83;14.711;;16.569.322;325.022;16.894.344;;;;;;;;;;;
10/30/19;14.472;89;14.561;;16.583.794;325.111;16.908.905;;;;;;;;;;;
10/31/19;14.166;131;14.297;;16.597.960;325.242;16.923.202;;418.417;;;;;;;;;
