Día;Altas nuevos usuarios activos ab. anual sin ttp día;Altas nuevos usuarios activos ab. anual con ttp día;Altas nuevos usuarios activos ab. anual total día;;Usuarios activos ab. anual sin ttp acumulado desde inicio;Usuarios activos ab. anual con ttp acumulado desde inicio;Usuarios activos ab. anual total acumulado desde inicio;;;;;;;;;
5/6/17;22;13;35;;30.514;33.555;64.069;;;;;;;;;
5/7/17;33;7;40;;30.547;33.562;64.109;;;;;;;;;
5/8/17;1;23;24;;30.548;33.585;64.133;;;;;;;;;
5/9/17;-15;-5;-20;;30.533;33.580;64.113;;;;;;;;;
5/10/17;11;9;20;;30.544;33.589;64.133;;;;;;;;;
5/11/17;-10;0;-10;;30.534;33.589;64.123;;;;;;;;;
5/12/17;0;-8;-8;;30.534;33.581;64.115;;;;;;;;;
5/13/17;15;16;31;;30.549;33.597;64.146;;;;;;;;;
5/14/17;14;33;47;;30.563;33.630;64.193;;;;;;;;;
5/15/17;19;40;59;;30.582;33.670;64.252;;;;;;;;;
5/16/17;39;-18;21;;30.621;33.652;64.273;;;;;;;;;
5/17/17;25;-75;-50;;30.646;33.577;64.223;;;;;;;;;
5/18/17;7;6;13;;30.653;33.583;64.236;;;;;;;;;
5/19/17;9;23;32;;30.662;33.606;64.268;;;;;;;;;
5/20/17;9;10;19;;30.671;33.616;64.287;;;;;;;;;
5/21/17;13;24;37;;30.684;33.640;64.324;;;;;;;;;
5/22/17;5;19;24;;30.689;33.659;64.348;;;;;;;;;
5/23/17;43;39;82;;30.732;33.698;64.430;;;;;;;;;
5/24/17;58;14;72;;30.790;33.712;64.502;;;;;;;;;
5/25/17;-34;-34;-68;;30.756;33.678;64.434;;;;;;;;;
5/26/17;-6;14;8;;30.750;33.692;64.442;;;;;;;;;
5/27/17;45;48;93;;30.795;33.740;64.535;;;;;;;;;
5/28/17;26;52;78;;30.821;33.792;64.613;;;;;;;;;
5/29/17;35;46;81;;30.856;33.838;64.694;;;;;;;;;
5/30/17;-22;-13;-35;;30.834;33.825;64.659;;;;;;;;;
5/31/17;21;58;79;;30.855;33.883;64.738;;;;;;;;;
6/1/17;-47;-83;-130;;30.808;33.800;64.608;;;;;;;;;
6/2/17;5;19;24;;30.813;33.819;64.632;;;;;;;;;
6/3/17;22;45;67;;30.835;33.864;64.699;;;;;;;;;
6/4/17;50;52;102;;30.885;33.916;64.801;;;;;;;;;
6/5/17;20;40;60;;30.905;33.956;64.861;;;;;;;;;
6/6/17;-6;-7;-13;;30.899;33.949;64.848;;;;;;;;;
6/7/17;-21;-1;-22;;30.878;33.948;64.826;;;;;;;;;
6/8/17;6;4;10;;30.884;33.952;64.836;;;;;;;;;
6/9/17;6;3;9;;30.890;33.955;64.845;;;;;;;;;
6/10/17;41;52;93;;30.931;34.007;64.938;;;;;;;;;
6/11/17;20;39;59;;30.951;34.046;64.997;;;;;;;;;
6/12/17;40;-43;-3;;30.991;34.003;64.994;;;;;;;;;
6/13/17;-19;16;-3;;30.972;34.019;64.991;;;;;;;;;
6/14/17;-86;-66;-152;;30.886;33.953;64.839;;;;;;;;;
6/15/17;-11;10;-1;;30.875;33.963;64.838;;;;;;;;;
6/16/17;5;-22;-17;;30.880;33.941;64.821;;;;;;;;;
6/17/17;25;31;56;;30.905;33.972;64.877;;;;;;;;;
6/18/17;28;31;59;;30.933;34.003;64.936;;;;;;;;;
6/19/17;26;34;60;;30.959;34.037;64.996;;;;;;;;;
6/20/17;-14;-16;-30;;30.945;34.021;64.966;;;;;;;;;
6/21/17;-48;45;-3;;30.897;34.066;64.963;;;;;;;;;
6/22/17;-41;-149;-190;;30.856;33.917;64.773;;;;;;;;;
6/23/17;2;-2;0;;30.858;33.915;64.773;;;;;;;;;
6/24/17;22;37;59;;30.880;33.952;64.832;;;;;;;;;
6/25/17;14;40;54;;30.894;33.992;64.886;;;;;;;;;
6/26/17;6;25;31;;30.900;34.017;64.917;;;;;;;;;
6/27/17;-11;23;12;;30.889;34.040;64.929;;;;;;;;;
6/28/17;17;49;66;;30.906;34.089;64.995;;;;;;;;;
6/29/17;-78;-25;-103;;30.828;34.064;64.892;;;;;;;;;
6/30/17;-32;-59;-91;;30.796;34.005;64.801;;;;;;;;;
7/1/17;33;40;73;;30.829;34.045;64.874;;;;;;;;;
7/2/17;29;32;61;;30.858;34.077;64.935;;;;;;;;;
7/3/17;-9;26;17;;30.849;34.103;64.952;;;;;;;;;
7/4/17;-5;48;43;;30.844;34.151;64.995;;;;;;;;;
7/5/17;-39;-37;-76;;30.805;34.114;64.919;;;;;;;;;
7/6/17;22;15;37;;30.827;34.129;64.956;;;;;;;;;
7/7/17;-52;-99;-151;;30.775;34.030;64.805;;;;;;;;;
7/8/17;29;42;71;;30.804;34.072;64.876;;;;;;;;;
7/9/17;30;46;76;;30.834;34.118;64.952;;;;;;;;;
7/10/17;-29;10;-19;;30.805;34.128;64.933;;;;;;;;;
7/11/17;-63;15;-48;;30.742;34.143;64.885;;;;;;;;;
7/12/17;-93;-65;-158;;30.649;34.078;64.727;;;;;;;;;
7/13/17;-15;-16;-31;;30.634;34.062;64.696;;;;;;;;;
7/14/17;0;33;33;;30.634;34.095;64.729;;;;;;;;;
7/15/17;-2;22;20;;30.632;34.117;64.749;;;;;;;;;
7/16/17;-4;-15;-19;;30.628;34.102;64.730;;;;;;;;;
7/17/17;-23;-3;-26;;30.605;34.099;64.704;;;;;;;;;
7/18/17;-4;-14;-18;;30.601;34.085;64.686;;;;;;;;;
7/19/17;-142;27;-115;;30.459;34.112;64.571;;;;;;;;;
7/20/17;-121;-212;-333;;30.338;33.900;64.238;;;;;;;;;
7/21/17;-69;-33;-102;;30.269;33.867;64.136;;;;;;;;;
7/22/17;13;54;67;;30.282;33.921;64.203;;;;;;;;;
7/23/17;27;42;69;;30.309;33.963;64.272;;;;;;;;;
7/24/17;-15;2;-13;;30.294;33.965;64.259;;;;;;;;;
7/25/17;-26;-13;-39;;30.268;33.952;64.220;;;;;;;;;
7/26/17;-11;48;37;;30.257;34.000;64.257;;;;;;;;;
7/27/17;-5;47;42;;30.252;34.047;64.299;;;;;;;;;
7/28/17;-92;-178;-270;;30.160;33.869;64.029;;;;;;;;;
7/29/17;21;24;45;;30.181;33.893;64.074;;;;;;;;;
7/30/17;20;34;54;;30.201;33.927;64.128;;;;;;;;;
7/31/17;-17;-6;-23;;30.184;33.921;64.105;;;;;;;;;
8/1/17;-19;-2;-21;;30.165;33.919;64.084;;;;;;;;;
8/2/17;-65;-48;-113;;30.100;33.871;63.971;;;;;;;;;
8/3/17;-12;-18;-30;;30.088;33.853;63.941;;;;;;;;;
8/4/17;-36;-4;-40;;30.052;33.849;63.901;;;;;;;;;
8/5/17;3;25;28;;30.055;33.874;63.929;;;;;;;;;
8/6/17;18;27;45;;30.073;33.901;63.974;;;;;;;;;
8/7/17;-22;16;-6;;30.051;33.917;63.968;;;;;;;;;
8/8/17;-23;-11;-34;;30.028;33.906;63.934;;;;;;;;;
8/9/17;26;37;63;;30.054;33.943;63.997;;;;;;;;;
8/10/17;-122;-122;-244;;29.932;33.821;63.753;;;;;;;;;
8/11/17;-26;-32;-58;;29.906;33.789;63.695;;;;;;;;;
8/12/17;16;23;39;;29.922;33.812;63.734;;;;;;;;;
8/13/17;11;33;44;;29.933;33.845;63.778;;;;;;;;;
8/14/17;-28;-9;-37;;29.905;33.836;63.741;;;;;;;;;
8/15/17;22;35;57;;29.927;33.871;63.798;;;;;;;;;
8/16/17;-5;-27;-32;;29.922;33.844;63.766;;;;;;;;;
8/17/17;-41;-42;-83;;29.881;33.802;63.683;;;;;;;;;
8/18/17;-25;-54;-79;;29.856;33.748;63.604;;;;;;;;;
8/19/17;5;6;11;;29.861;33.754;63.615;;;;;;;;;
8/20/17;23;33;56;;29.884;33.787;63.671;;;;;;;;;
8/21/17;-13;-14;-27;;29.871;33.773;63.644;;;;;;;;;
8/22/17;-7;15;8;;29.864;33.788;63.652;;;;;;;;;
8/23/17;-11;-18;-29;;29.853;33.770;63.623;;;;;;;;;
8/24/17;-67;-95;-162;;29.786;33.675;63.461;;;;;;;;;
8/25/17;-22;-35;-57;;29.764;33.640;63.404;;;;;;;;;
8/26/17;20;38;58;;29.784;33.678;63.462;;;;;;;;;
8/27/17;6;40;46;;29.790;33.718;63.508;;;;;;;;;
8/28/17;-39;-10;-49;;29.751;33.708;63.459;;;;;;;;;
8/29/17;-5;-5;-10;;29.746;33.703;63.449;;;;;;;;;
8/30/17;-61;-25;-86;;29.685;33.678;63.363;;;;;;;;;
8/31/17;15;25;40;;29.700;33.703;63.403;;;;;;;;;
9/1/17;-17;2;-15;;29.683;33.705;63.388;;;;;;;;;
9/2/17;27;28;55;;29.710;33.733;63.443;;;;;;;;;
9/3/17;25;48;73;;29.735;33.781;63.516;;;;;;;;;
9/4/17;-7;14;7;;29.728;33.795;63.523;;;;;;;;;
9/5/17;19;29;48;;29.747;33.824;63.571;;;;;;;;;
9/6/17;-76;-32;-108;;29.671;33.792;63.463;;;;;;;;;
9/7/17;10;15;25;;29.681;33.807;63.488;;;;;;;;;
9/8/17;-7;24;17;;29.674;33.831;63.505;;;;;;;;;
9/9/17;31;38;69;;29.705;33.869;63.574;;;;;;;;;
9/10/17;36;67;103;;29.741;33.936;63.677;;;;;;;;;
9/11/17;0;-13;-13;;29.741;33.923;63.664;;;;;;;;;
9/12/17;-10;-14;-24;;29.731;33.909;63.640;;;;;;;;;
9/13/17;-117;-128;-245;;29.614;33.781;63.395;;;;;;;;;
9/14/17;-44;-12;-56;;29.570;33.769;63.339;;;;;;;;;
9/15/17;-14;-17;-31;;29.556;33.752;63.308;;;;;;;;;
9/16/17;47;38;85;;29.603;33.790;63.393;;;;;;;;;
9/17/17;61;58;119;;29.664;33.848;63.512;;;;;;;;;
9/18/17;-9;3;-6;;29.655;33.851;63.506;;;;;;;;;
9/19/17;-33;-9;-42;;29.622;33.842;63.464;;;;;;;;;
9/20/17;-4;51;47;;29.618;33.893;63.511;;;;;;;;;
9/21/17;-152;-167;-319;;29.466;33.726;63.192;;;;;;;;;
9/22/17;-12;-3;-15;;29.454;33.723;63.177;;;;;;;;;
9/23/17;52;45;97;;29.506;33.768;63.274;;;;;;;;;
9/24/17;41;42;83;;29.547;33.810;63.357;;;;;;;;;
9/25/17;4;18;22;;29.551;33.828;63.379;;;;;;;;;
9/26/17;-27;12;-15;;29.524;33.840;63.364;;;;;;;;;
9/27/17;-85;-63;-148;;29.439;33.777;63.216;;;;;;;;;
9/28/17;-32;9;-23;;29.407;33.786;63.193;;;;;;;;;
9/29/17;4;7;11;;29.411;33.793;63.204;;;;;;;;;
9/30/17;56;64;120;;29.467;33.857;63.324;;;;;;;;;
10/1/17;49;76;125;;29.516;33.933;63.449;;;;;;;;;
10/2/17;16;64;80;;29.532;33.997;63.529;;;;;;;;;
10/3/17;35;50;85;;29.567;34.047;63.614;;;;;;;;;
10/4/17;5;80;85;;29.572;34.127;63.699;;;;;;;;;
10/5/17;-69;-98;-167;;29.503;34.029;63.532;;;;;;;;;
10/6/17;-35;40;5;;29.468;34.069;63.537;;;;;;;;;
10/7/17;39;69;108;;29.507;34.138;63.645;;;;;;;;;
10/8/17;47;77;124;;29.554;34.215;63.769;;;;;;;;;
10/9/17;-8;1;-7;;29.546;34.216;63.762;;;;;;;;;
10/10/17;-12;-2;-14;;29.534;34.214;63.748;;;;;;;;;
10/11/17;-86;-54;-140;;29.448;34.160;63.608;;;;;;;;;
10/12/17;59;84;143;;29.507;34.244;63.751;;;;;;;;;
10/13/17;-34;25;-9;;29.473;34.269;63.742;;;;;;;;;
10/14/17;31;50;81;;29.504;34.319;63.823;;;;;;;;;
10/15/17;53;82;135;;29.557;34.401;63.958;;;;;;;;;
10/16/17;-13;49;36;;29.544;34.450;63.994;;;;;;;;;
10/17/17;-19;26;7;;29.525;34.476;64.001;;;;;;;;;
10/18/17;-16;0;-16;;29.509;34.476;63.985;;;;;;;;;
10/19/17;-41;48;7;;29.468;34.524;63.992;;;;;;;;;
10/20/17;-41;-66;-107;;29.427;34.458;63.885;;;;;;;;;
10/21/17;13;26;39;;29.440;34.484;63.924;;;;;;;;;
10/22/17;33;90;123;;29.473;34.574;64.047;;;;;;;;;
10/23/17;-1;25;24;;29.472;34.599;64.071;;;;;;;;;
10/24/17;-37;-3;-40;;29.435;34.596;64.031;;;;;;;;;
10/25/17;-6;-98;-104;;29.429;34.498;63.927;;;;;;;;;
10/26/17;-3;17;14;;29.426;34.515;63.941;;;;;;;;;
10/27/17;1;32;33;;29.427;34.547;63.974;;;;;;;;;
10/28/17;31;78;109;;29.458;34.625;64.083;;;;;;;;;
10/29/17;37;80;117;;29.495;34.705;64.200;;;;;;;;;
10/30/17;-11;17;6;;29.484;34.722;64.206;;;;;;;;;
10/31/17;11;27;38;;29.495;34.749;64.244;;;;;;;;;
11/1/17;30;89;119;;29.525;34.838;64.363;;;;;;;;;
11/2/17;-21;-2;-23;;29.504;34.836;64.340;;;;;;;;;
11/3/17;-4;10;6;;29.500;34.846;64.346;;;;;;;;;
11/4/17;27;83;110;;29.527;34.929;64.456;;;;;;;;;
11/5/17;33;88;121;;29.560;35.017;64.577;;;;;;;;;
11/6/17;-6;18;12;;29.554;35.035;64.589;;;;;;;;;
11/7/17;-7;5;-2;;29.547;35.040;64.587;;;;;;;;;
11/8/17;-7;-1;-8;;29.540;35.039;64.579;;;;;;;;;
11/9/17;18;49;67;;29.558;35.088;64.646;;;;;;;;;
11/10/17;-55;-30;-85;;29.503;35.058;64.561;;;;;;;;;
11/11/17;20;63;83;;29.523;35.121;64.644;;;;;;;;;
11/12/17;21;37;58;;29.544;35.158;64.702;;;;;;;;;
11/13/17;-10;9;-1;;29.534;35.167;64.701;;;;;;;;;
11/14/17;-35;-7;-42;;29.499;35.160;64.659;;;;;;;;;
11/15/17;-8;6;-2;;29.491;35.166;64.657;;;;;;;;;
11/16/17;-46;-24;-70;;29.445;35.142;64.587;;;;;;;;;
11/17/17;8;9;17;;29.453;35.151;64.604;;;;;;;;;
11/18/17;9;50;59;;29.462;35.201;64.663;;;;;;;;;
11/19/17;26;50;76;;29.488;35.251;64.739;;;;;;;;;
11/20/17;6;16;22;;29.494;35.267;64.761;;;;;;;;;
11/21/17;-41;-16;-57;;29.453;35.251;64.704;;;;;;;;;
11/22/17;-38;-17;-55;;29.415;35.234;64.649;;;;;;;;;
11/23/17;-12;8;-4;;29.403;35.242;64.645;;;;;;;;;
11/24/17;-3;16;13;;29.400;35.258;64.658;;;;;;;;;
11/25/17;19;48;67;;29.419;35.306;64.725;;;;;;;;;
11/26/17;16;37;53;;29.435;35.343;64.778;;;;;;;;;
11/27/17;-12;6;-6;;29.423;35.349;64.772;;;;;;;;;
11/28/17;-12;0;-12;;29.411;35.349;64.760;;;;;;;;;
11/29/17;-28;-23;-51;;29.383;35.326;64.709;;;;;;;;;
11/30/17;1;13;14;;29.384;35.339;64.723;;;;;;;;;
12/1/17;-6;6;0;;29.378;35.345;64.723;;;;;;;;;
12/2/17;9;26;35;;29.387;35.371;64.758;;;;;;;;;
12/3/17;10;25;35;;29.397;35.396;64.793;;;;;;;;;
12/4/17;-13;5;-8;;29.384;35.401;64.785;;;;;;;;;
12/5/17;-4;14;10;;29.380;35.415;64.795;;;;;;;;;
12/6/17;14;26;40;;29.394;35.441;64.835;;;;;;;;;
12/7/17;-22;-8;-30;;29.372;35.433;64.805;;;;;;;;;
12/8/17;4;21;25;;29.376;35.454;64.830;;;;;;;;;
12/9/17;15;25;40;;29.391;35.479;64.870;;;;;;;;;
12/10/17;-3;20;17;;29.388;35.499;64.887;;;;;;;;;
12/11/17;-10;-18;-28;;29.378;35.481;64.859;;;;;;;;;
12/12/17;1;6;7;;29.379;35.487;64.866;;;;;;;;;
12/13/17;-6;6;0;;29.373;35.493;64.866;;;;;;;;;
12/14/17;-12;15;3;;29.361;35.508;64.869;;;;;;;;;
12/15/17;-22;-26;-48;;29.339;35.482;64.821;;;;;;;;;
12/16/17;8;26;34;;29.347;35.508;64.855;;;;;;;;;
12/17/17;14;13;27;;29.361;35.521;64.882;;;;;;;;;
12/18/17;2;-2;0;;29.363;35.519;64.882;;;;;;;;;
12/19/17;-23;-18;-41;;29.340;35.501;64.841;;;;;;;;;
12/20/17;-38;-61;-99;;29.302;35.440;64.742;;;;;;;;;
12/21/17;-25;12;-13;;29.277;35.452;64.729;;;;;;;;;
12/22/17;-7;12;5;;29.270;35.464;64.734;;;;;;;;;
12/23/17;15;12;27;;29.285;35.476;64.761;;;;;;;;;
12/24/17;4;10;14;;29.289;35.486;64.775;;;;;;;;;
12/25/17;-2;22;20;;29.287;35.508;64.795;;;;;;;;;
12/26/17;-1;7;6;;29.286;35.515;64.801;;;;;;;;;
12/27/17;-4;11;7;;29.282;35.526;64.808;;;;;;;;;
12/28/17;-11;-18;-29;;29.271;35.508;64.779;;;;;;;;;
12/29/17;6;8;14;;29.277;35.516;64.793;;;;;;;;;
12/30/17;2;38;40;;29.279;35.554;64.833;;;;;;;;;
12/31/17;5;5;10;;29.284;35.559;64.843;;;;;;;;;
1/1/18;4;24;28;;29.288;35.583;64.871;;;;;;;;;
1/2/18;6;26;32;;29.294;35.609;64.903;;;;;;;;;
1/3/18;0;13;13;;29.294;35.622;64.916;;;;;;;;;
1/4/18;8;17;25;;29.302;35.639;64.941;;;;;;;;;
1/5/18;-28;-23;-51;;29.274;35.616;64.890;;;;;;;;;
1/6/18;-2;11;9;;29.272;35.627;64.899;;;;;;;;;
1/7/18;2;13;15;;29.274;35.640;64.914;;;;;;;;;
1/8/18;-1;11;10;;29.273;35.651;64.924;;;;;;;;;
1/9/18;-9;2;-7;;29.264;35.653;64.917;;;;;;;;;
1/10/18;-13;8;-5;;29.251;35.661;64.912;;;;;;;;;
1/11/18;-32;-20;-52;;29.219;35.641;64.860;;;;;;;;;
1/12/18;-3;14;11;;29.216;35.655;64.871;;;;;;;;;
1/13/18;3;17;20;;29.219;35.672;64.891;;;;;;;;;
1/14/18;13;23;36;;29.232;35.695;64.927;;;;;;;;;
1/15/18;-12;6;-6;;29.220;35.701;64.921;;;;;;;;;
1/16/18;-2;4;2;;29.218;35.705;64.923;;;;;;;;;
1/17/18;-36;-8;-44;;29.182;35.697;64.879;;;;;;;;;
1/18/18;-7;11;4;;29.175;35.708;64.883;;;;;;;;;
1/19/18;1;12;13;;29.176;35.720;64.896;;;;;;;;;
1/20/18;9;30;39;;29.185;35.750;64.935;;;;;;;;;
1/21/18;16;63;79;;29.201;35.813;65.014;;;;;;;;;
1/22/18;-12;28;16;;29.189;35.841;65.030;;;;;;;;;
1/23/18;0;-2;-2;;29.189;35.839;65.028;;;;;;;;;
1/24/18;-9;25;16;;29.180;35.864;65.044;;;;;;;;;
1/25/18;-21;21;0;;29.159;35.885;65.044;;;;;;;;;
1/26/18;-2;-65;-67;;29.157;35.820;64.977;;;;;;;;;
1/27/18;9;35;44;;29.166;35.855;65.021;;;;;;;;;
1/28/18;19;28;47;;29.185;35.883;65.068;;;;;;;;;
1/29/18;11;6;17;;29.196;35.889;65.085;;;;;;;;;
1/30/18;4;22;26;;29.200;35.911;65.111;;;;;;;;;
1/31/18;-26;1;-25;;29.174;35.912;65.086;;;;;;;;;
2/1/18;-5;-15;-20;;29.169;35.897;65.066;;;;;;;;;
2/2/18;-8;4;-4;;29.161;35.901;65.062;;;;;;;;;
2/3/18;17;24;41;;29.178;35.925;65.103;;;;;;;;;
2/4/18;5;6;11;;29.183;35.931;65.114;;;;;;;;;
2/5/18;-23;-14;-37;;29.160;35.917;65.077;;;;;;;;;
2/6/18;-8;8;0;;29.152;35.925;65.077;;;;;;;;;
2/7/18;-21;-25;-46;;29.131;35.900;65.031;;;;;;;;;
2/8/18;-18;-13;-31;;29.113;35.887;65.000;;;;;;;;;
2/9/18;-18;6;-12;;29.095;35.893;64.988;;;;;;;;;
2/10/18;3;29;32;;29.098;35.922;65.020;;;;;;;;;
2/11/18;9;46;55;;29.107;35.968;65.075;;;;;;;;;
2/12/18;-14;7;-7;;29.093;35.975;65.068;;;;;;;;;
2/13/18;7;-1;6;;29.100;35.974;65.074;;;;;;;;;
2/14/18;-25;-29;-54;;29.075;35.945;65.020;;;;;;;;;
2/15/18;-15;1;-14;;29.060;35.946;65.006;;;;;;;;;
2/16/18;2;24;26;;29.062;35.970;65.032;;;;;;;;;
2/17/18;16;46;62;;29.078;36.016;65.094;;;;;;;;;
2/18/18;22;44;66;;29.100;36.060;65.160;;;;;;;;;
2/19/18;-10;3;-7;;29.090;36.063;65.153;;;;;;;;;
2/20/18;0;3;3;;29.090;36.066;65.156;;;;;;;;;
2/21/18;-14;3;-11;;29.076;36.069;65.145;;;;;;;;;
2/22/18;-4;0;-4;;29.072;36.069;65.141;;;;;;;;;
2/23/18;-9;19;10;;29.063;36.088;65.151;;;;;;;;;
2/24/18;16;36;52;;29.079;36.124;65.203;;;;;;;;;
2/25/18;12;24;36;;29.091;36.148;65.239;;;;;;;;;
2/26/18;1;1;2;;29.092;36.149;65.241;;;;;;;;;
2/27/18;-6;-3;-9;;29.086;36.146;65.232;;;;;;;;;
2/28/18;-43;-30;-73;;29.043;36.116;65.159;;;;;;;;;
3/1/18;-19;-25;-44;;29.024;36.091;65.115;;;;;;;;;
3/2/18;-11;-17;-28;;29.013;36.074;65.087;;;;;;;;;
3/3/18;9;1;10;;29.022;36.075;65.097;;;;;;;;;
3/4/18;18;29;47;;29.040;36.104;65.144;;;;;;;;;
3/5/18;1;1;2;;29.041;36.105;65.146;;;;;;;;;
3/6/18;-10;1;-9;;29.031;36.106;65.137;;;;;;;;;
3/7/18;-3;30;27;;29.028;36.136;65.164;;;;;;;;;
3/8/18;-24;-44;-68;;29.004;36.092;65.096;;;;;;;;;
3/9/18;-13;-7;-20;;28.991;36.085;65.076;;;;;;;;;
3/10/18;0;1;1;;28.991;36.086;65.077;;;;;;;;;
3/11/18;4;17;21;;28.995;36.103;65.098;;;;;;;;;
3/12/18;-21;7;-14;;28.974;36.110;65.084;;;;;;;;;
3/13/18;-31;13;-18;;28.943;36.123;65.066;;;;;;;;;
3/14/18;-41;-40;-81;;28.902;36.083;64.985;;;;;;;;;
3/15/18;6;-4;2;;28.908;36.079;64.987;;;;;;;;;
3/16/18;-12;-3;-15;;28.896;36.076;64.972;;;;;;;;;
3/17/18;17;17;34;;28.913;36.093;65.006;;;;;;;;;
3/18/18;20;40;60;;28.933;36.133;65.066;;;;;;;;;
3/19/18;-16;-26;-42;;28.917;36.107;65.024;;;;;;;;;
3/20/18;-18;-24;-42;;28.899;36.083;64.982;;;;;;;;;
3/21/18;-81;-41;-122;;28.818;36.042;64.860;;;;;;;;;
3/22/18;1;-13;-12;;28.819;36.029;64.848;;;;;;;;;
3/23/18;2;-18;-16;;28.821;36.011;64.832;;;;;;;;;
3/24/18;0;26;26;;28.821;36.037;64.858;;;;;;;;;
3/25/18;2;30;32;;28.823;36.067;64.890;;;;;;;;;
3/26/18;-1;-10;-11;;28.822;36.057;64.879;;;;;;;;;
3/27/18;-22;37;15;;28.800;36.094;64.894;;;;;;;;;
3/28/18;-39;-53;-92;;28.761;36.041;64.802;;;;;;;;;
3/29/18;8;34;42;;28.769;36.075;64.844;;;;;;;;;
3/30/18;12;20;32;;28.781;36.095;64.876;;;;;;;;;
3/31/18;0;1;1;;28.781;36.096;64.877;;;;;;;;;
4/1/18;22;37;59;;28.803;36.133;64.936;;;;;;;;;
4/2/18;-19;8;-11;;28.784;36.141;64.925;;;;;;;;;
4/3/18;5;5;10;;28.789;36.146;64.935;;;;;;;;;
4/4/18;-5;19;14;;28.784;36.165;64.949;;;;;;;;;
4/5/18;-7;35;28;;28.777;36.200;64.977;;;;;;;;;
4/6/18;-24;-35;-59;;28.753;36.165;64.918;;;;;;;;;
4/7/18;3;25;28;;28.756;36.190;64.946;;;;;;;;;
4/8/18;13;31;44;;28.769;36.221;64.990;;;;;;;;;
4/9/18;-23;3;-20;;28.746;36.224;64.970;;;;;;;;;
4/10/18;-15;-33;-48;;28.731;36.191;64.922;;;;;;;;;
4/11/18;-97;-118;-215;;28.634;36.073;64.707;;;;;;;;;
4/12/18;-6;-23;-29;;28.628;36.050;64.678;;;;;;;;;
4/13/18;-13;-2;-15;;28.615;36.048;64.663;;;;;;;;;
4/14/18;26;35;61;;28.641;36.083;64.724;;;;;;;;;
4/15/18;17;53;70;;28.658;36.136;64.794;;;;;;;;;
4/16/18;-8;1;-7;;28.650;36.137;64.787;;;;;;;;;
4/17/18;16;22;38;;28.666;36.159;64.825;;;;;;;;;
4/18/18;-53;-54;-107;;28.613;36.105;64.718;;;;;;;;;
4/19/18;11;23;34;;28.624;36.128;64.752;;;;;;;;;
4/20/18;4;21;25;;28.628;36.149;64.777;;;;;;;;;
4/21/18;28;63;91;;28.656;36.212;64.868;;;;;;;;;
4/22/18;15;78;93;;28.671;36.290;64.961;;;;;;;;;
4/23/18;-2;11;9;;28.669;36.301;64.970;;;;;;;;;
4/24/18;-2;28;26;;28.667;36.329;64.996;;;;;;;;;
4/25/18;-27;-15;-42;;28.640;36.314;64.954;;;;;;;;;
4/26/18;3;12;15;;28.643;36.326;64.969;;;;;;;;;
4/27/18;-12;28;16;;28.631;36.354;64.985;;;;;;;;;
4/28/18;15;45;60;;28.646;36.399;65.045;;;;;;;;;
4/29/18;14;14;28;;28.660;36.413;65.073;;;;;;;;;
4/30/18;-21;-2;-23;;28.639;36.411;65.050;;;;;;;;;
5/1/18;11;67;78;;28.650;36.478;65.128;;;;;;;;;
5/2/18;23;57;80;;28.673;36.535;65.208;;;;;;;;;
5/3/18;-4;13;9;;28.669;36.548;65.217;;;;;;;;;
5/4/18;14;58;72;;28.683;36.606;65.289;;;;;;;;;
5/5/18;-35;7;-28;;28.648;36.613;65.261;;;;;;;;;
5/6/18;27;90;117;;28.675;36.703;65.378;;;;;;;;;
5/7/18;-9;8;-1;;28.666;36.711;65.377;;;;;;;;;
5/8/18;4;37;41;;28.670;36.748;65.418;;;;;;;;;
5/9/18;8;28;36;;28.678;36.776;65.454;;;;;;;;;
5/10/18;10;59;69;;28.688;36.835;65.523;;;;;;;;;
5/11/18;-18;4;-14;;28.670;36.839;65.509;;;;;;;;;
5/12/18;15;69;84;;28.685;36.908;65.593;;;;;;;;;
5/13/18;19;83;102;;28.704;36.991;65.695;;;;;;;;;
5/14/18;-55;-50;-105;;28.649;36.941;65.590;;;;;;;;;
5/15/18;22;83;105;;28.671;37.024;65.695;;;;;;;;;
5/16/18;-24;25;1;;28.647;37.049;65.696;;;;;;;;;
5/17/18;-75;19;-56;;28.572;37.068;65.640;;;;;;;;;
5/18/18;-6;16;10;;28.566;37.084;65.650;;;;;;;;;
5/19/18;28;52;80;;28.594;37.136;65.730;;;;;;;;;
5/20/18;22;70;92;;28.616;37.206;65.822;;;;;;;;;
5/21/18;-20;29;9;;28.596;37.235;65.831;;;;;;;;;
5/22/18;-3;-4;-7;;28.593;37.231;65.824;;;;;;;;;
5/23/18;-1;6;5;;28.592;37.237;65.829;;;;;;;;;
5/24/18;-44;-29;-73;;28.548;37.208;65.756;;;;;;;;;
5/25/18;-53;-35;-88;;28.495;37.173;65.668;;;;;;;;;
5/26/18;27;47;74;;28.522;37.220;65.742;;;;;;;;;
5/27/18;0;74;74;;28.522;37.294;65.816;;;;;;;;;
5/28/18;-26;-1;-27;;28.496;37.293;65.789;;;;;;;;;
5/29/18;-11;1;-10;;28.485;37.294;65.779;;;;;;;;;
5/30/18;-62;-77;-139;;28.423;37.217;65.640;;;;;;;;;
5/31/18;-14;-10;-24;;28.409;37.207;65.616;;;;;;;;;
6/1/18;-14;22;8;;28.395;37.229;65.624;;;;;;;;;
