Día;Altas nuevos usuarios activos ab. anual sin ttp día;Altas nuevos usuarios activos ab. anual con ttp día;Altas nuevos usuarios activos ab. anual total día;;Usuarios activos ab. anual sin ttp acumulado desde inicio;Usuarios activos ab. anual con ttp acumulado desde inicio;Usuarios activos ab. anual total acumulado desde inicio;;;;;;;;;
6/28/19;-25;-1;-26;;25.103;41.765;66.868;;;;;;;;;
6/29/19;18;38;56;;25.121;41.803;66.924;;;;;;;;;
6/30/19;14;38;52;;25.135;41.841;66.976;;;;;;;;;
7/1/19;-9;-14;-23;;25.126;41.827;66.953;;;;;;;;;
7/2/19;-9;8;-1;;25.117;41.835;66.952;;;;;;;;;
7/3/19;-7;12;5;;25.110;41.847;66.957;;;;;;;;;
7/4/19;-43;-67;-110;;25.067;41.780;66.847;;;;;;;;;
7/5/19;-14;-5;-19;;25.053;41.775;66.828;;;;;;;;;
7/6/19;22;32;54;;25.075;41.807;66.882;;;;;;;;;
7/7/19;17;26;43;;25.092;41.833;66.925;;;;;;;;;
7/8/19;-18;-33;-51;;25.074;41.800;66.874;;;;;;;;;
7/9/19;-9;-23;-32;;25.065;41.777;66.842;;;;;;;;;
7/10/19;-6;-9;-15;;25.059;41.768;66.827;;;;;;;;;
7/11/19;-99;-117;-216;;24.960;41.651;66.611;;;;;;;;;
7/12/19;-33;-10;-43;;24.927;41.641;66.568;;;;;;;;;
7/13/19;16;13;29;;24.943;41.654;66.597;;;;;;;;;
7/14/19;3;26;29;;24.946;41.680;66.626;;;;;;;;;
7/15/19;-8;-14;-22;;24.938;41.666;66.604;;;;;;;;;
7/16/19;-12;0;-12;;24.926;41.666;66.592;;;;;;;;;
7/17/19;4;-25;-21;;24.930;41.641;66.571;;;;;;;;;
7/18/19;-50;-68;-118;;24.880;41.573;66.453;;;;;;;;;
7/19/19;-27;-14;-41;;24.853;41.559;66.412;;;;;;;;;
7/20/19;9;43;52;;24.862;41.602;66.464;;;;;;;;;
7/21/19;-6;31;25;;24.856;41.633;66.489;;;;;;;;;
7/22/19;-57;-52;-109;;24.799;41.581;66.380;;;;;;;;;
7/23/19;-18;-18;-36;;24.781;41.563;66.344;;;;;;;;;
7/24/19;-30;-26;-56;;24.751;41.537;66.288;;;;;;;;;
7/25/19;-73;-7;-80;;24.678;41.530;66.208;;;;;;;;;
7/26/19;-33;-95;-128;;24.645;41.435;66.080;;;;;;;;;
7/27/19;21;26;47;;24.666;41.461;66.127;;;;;;;;;
7/28/19;6;42;48;;24.672;41.503;66.175;;;;;;;;;
7/29/19;-10;-41;-51;;24.662;41.462;66.124;;;;;;;;;
7/30/19;-20;-11;-31;;24.642;41.451;66.093;;;;;;;;;
7/31/19;-16;-11;-27;;24.626;41.440;66.066;;;;;;;;;
8/1/19;-55;-63;-118;;24.571;41.377;65.948;;;;;;;;;
8/2/19;-8;-16;-24;;24.563;41.361;65.924;;;;;;;;;
8/3/19;8;43;51;;24.571;41.404;65.975;;;;;;;;;
8/4/19;20;20;40;;24.591;41.424;66.015;;;;;;;;;
8/5/19;-10;-5;-15;;24.581;41.419;66.000;;;;;;;;;
8/6/19;-17;7;-10;;24.564;41.426;65.990;;;;;;;;;
8/7/19;3;-2;1;;24.567;41.424;65.991;;;;;;;;;
8/8/19;-72;-91;-163;;24.495;41.333;65.828;;;;;;;;;
8/9/19;-24;-25;-49;;24.471;41.308;65.779;;;;;;;;;
8/10/19;-1;11;10;;24.470;41.319;65.789;;;;;;;;;
8/11/19;7;31;38;;24.477;41.350;65.827;;;;;;;;;
8/12/19;-1;-28;-29;;24.476;41.322;65.798;;;;;;;;;
8/13/19;-19;6;-13;;24.457;41.328;65.785;;;;;;;;;
8/14/19;-12;-17;-29;;24.445;41.311;65.756;;;;;;;;;
8/15/19;20;32;52;;24.465;41.343;65.808;;;;;;;;;
8/16/19;12;-5;7;;24.477;41.338;65.815;;;;;;;;;
8/17/19;6;39;45;;24.483;41.377;65.860;;;;;;;;;
8/18/19;11;19;30;;24.494;41.396;65.890;;;;;;;;;
8/19/19;-22;-36;-58;;24.472;41.360;65.832;;;;;;;;;
8/20/19;-62;-71;-133;;24.410;41.289;65.699;;;;;;;;;
8/21/19;-16;-11;-27;;24.394;41.278;65.672;;;;;;;;;
8/22/19;-6;4;-2;;24.388;41.282;65.670;;;;;;;;;
8/23/19;-43;-89;-132;;24.345;41.193;65.538;;;;;;;;;
8/24/19;23;47;70;;24.368;41.240;65.608;;;;;;;;;
8/25/19;5;29;34;;24.373;41.269;65.642;;;;;;;;;
8/26/19;-17;-15;-32;;24.356;41.254;65.610;;;;;;;;;
8/27/19;7;-33;-26;;24.363;41.221;65.584;;;;;;;;;
8/28/19;-24;-32;-56;;24.339;41.189;65.528;;;;;;;;;
8/29/19;-39;-60;-99;;24.300;41.129;65.429;;;;;;;;;
8/30/19;-24;13;-11;;24.276;41.142;65.418;;;;;;;;;
8/31/19;26;44;70;;24.302;41.186;65.488;;;;;;;;;
9/1/19;16;56;72;;24.318;41.242;65.560;;;;;;;;;
9/2/19;0;5;5;;24.318;41.247;65.565;;;;;;;;;
9/3/19;10;6;16;;24.328;41.253;65.581;;;;;;;;;
9/4/19;-20;1;-19;;24.308;41.254;65.562;;;;;;;;;
9/5/19;-41;-71;-112;;24.267;41.183;65.450;;;;;;;;;
9/6/19;-8;13;5;;24.259;41.196;65.455;;;;;;;;;
9/7/19;24;58;82;;24.283;41.254;65.537;;;;;;;;;
9/8/19;34;51;85;;24.317;41.305;65.622;;;;;;;;;
9/9/19;7;30;37;;24.324;41.335;65.659;;;;;;;;;
9/10/19;-2;-7;-9;;24.322;41.328;65.650;;;;;;;;;
9/11/19;-21;-14;-35;;24.301;41.314;65.615;;;;;;;;;
9/12/19;-99;-130;-229;;24.202;41.184;65.386;;;;;;;;;
9/13/19;-39;-32;-71;;24.163;41.152;65.315;;;;;;;;;
9/14/19;13;20;33;;24.176;41.172;65.348;;;;;;;;;
9/15/19;15;31;46;;24.191;41.203;65.394;;;;;;;;;
9/16/19;-17;-33;-50;;24.174;41.170;65.344;;;;;;;;;
9/17/19;-8;3;-5;;24.166;41.173;65.339;;;;;;;;;
9/18/19;-33;-2;-35;;24.133;41.171;65.304;;;;;;;;;
9/19/19;-83;-111;-194;;24.050;41.060;65.110;;;;;;;;;
9/20/19;-15;-12;-27;;24.035;41.048;65.083;;;;;;;;;
9/21/19;22;14;36;;24.057;41.062;65.119;;;;;;;;;
9/22/19;16;61;77;;24.073;41.123;65.196;;;;;;;;;
9/23/19;-15;-33;-48;;24.058;41.090;65.148;;;;;;;;;
9/24/19;-26;-48;-74;;24.032;41.042;65.074;;;;;;;;;
9/25/19;-11;-11;-22;;24.021;41.031;65.052;;;;;;;;;
9/26/19;-108;-615;-723;;23.913;40.416;64.329;;;;;;;;;
9/27/19;-16;17;1;;23.897;40.433;64.330;;;;;;;;;
9/28/19;45;55;100;;23.942;40.488;64.430;;;;;;;;;
9/29/19;36;68;104;;23.978;40.556;64.534;;;;;;;;;
9/30/19;-7;-15;-22;;23.971;40.541;64.512;;;;;;;;;
10/1/19;-28;-11;-39;;23.943;40.530;64.473;;;;;;;;;
10/2/19;-36;-32;-68;;23.907;40.498;64.405;;;;;;;;;
10/3/19;-80;-137;-217;;23.827;40.361;64.188;;;;;;;;;
10/4/19;-15;-5;-20;;23.812;40.356;64.168;;;;;;;;;
10/5/19;38;38;76;;23.850;40.394;64.244;;;;;;;;;
10/6/19;42;69;111;;23.892;40.463;64.355;;;;;;;;;
10/7/19;18;-10;8;;23.910;40.453;64.363;;;;;;;;;
10/8/19;-9;-48;-57;;23.901;40.405;64.306;;;;;;;;;
10/9/19;-25;4;-21;;23.876;40.409;64.285;;;;;;;;;
10/10/19;-71;-94;-165;;23.805;40.315;64.120;;;;;;;;;
10/11/19;-8;0;-8;;23.797;40.315;64.112;;;;;;;;;
10/12/19;19;60;79;;23.816;40.375;64.191;;;;;;;;;
10/13/19;30;41;71;;23.846;40.416;64.262;;;;;;;;;
10/14/19;-24;-60;-84;;23.822;40.356;64.178;;;;;;;;;
10/15/19;-30;-45;-75;;23.792;40.311;64.103;;;;;;;;;
10/16/19;-26;-7;-33;;23.766;40.304;64.070;;;;;;;;;
10/17/19;-75;-118;-193;;23.691;40.186;63.877;;;;;;;;;
10/18/19;-14;-26;-40;;23.677;40.160;63.837;;;;;;;;;
10/19/19;23;19;42;;23.700;40.179;63.879;;;;;;;;;
10/20/19;17;18;35;;23.717;40.197;63.914;;;;;;;;;
10/21/19;-11;-15;-26;;23.706;40.182;63.888;;;;;;;;;
10/22/19;-18;-31;-49;;23.688;40.151;63.839;;;;;;;;;
10/23/19;-22;-33;-55;;23.666;40.118;63.784;;;;;;;;;
10/24/19;-61;-134;-195;;23.605;39.984;63.589;;;;;;;;;
10/25/19;-7;-2;-9;;23.598;39.982;63.580;;;;;;;;;
10/26/19;8;28;36;;23.606;40.010;63.616;;;;;;;;;
10/27/19;30;18;48;;23.636;40.028;63.664;;;;;;;;;
10/28/19;-9;-7;-16;;23.627;40.021;63.648;;;;;;;;;
10/29/19;-2;-23;-25;;23.625;39.998;63.623;;;;;;;;;
10/30/19;-9;-4;-13;;23.616;39.994;63.610;;;;;;;;;
10/31/19;-47;-37;-84;;23.569;39.957;63.526;;;;;;;;;
